Unnamed: 0,weather_condition,lighting_condition,trafficway_type,roadway_surface_cond,road_defect,crash_hour,crash_day_of_week,crash_month,crash_hour_sin,crash_hour_cos,crash_day_sin,crash_day_cos,crash_month_sin,crash_month_cos,crash_type,intersection_related_i
142655,1.0,1.0,1.0,1.0,1.0,16,4,1,0.13397459621556151,0.49999999999999956,0.5661162608824419,0.09903113209758085,1.5,1.8660254037844388,1,1
184772,1.0,1.0,1.0,3.0,1.0,13,3,1,0.7411809548974793,0.03407417371093169,1.4338837391175583,0.09903113209758097,1.5,1.8660254037844388,1,0
202521,2.0,1.0,1.0,2.0,1.0,13,3,10,0.7411809548974793,0.03407417371093169,1.4338837391175583,0.09903113209758097,0.1339745962155614,1.5,1,1
162356,1.0,1.0,3.0,1.0,1.0,20,6,7,0.1339745962155614,1.5,0.21816851753197009,1.6234898018587334,0.5000000000000002,0.13397459621556118,2,1
113152,1.0,1.0,3.0,1.0,1.0,8,6,10,1.8660254037844388,0.5000000000000002,0.21816851753197009,1.6234898018587334,0.1339745962155614,1.5,1,1
3200,1.0,1.0,3.0,1.0,1.0,6,4,7,2.0,1.0,0.5661162608824419,0.09903113209758085,0.5000000000000002,0.13397459621556118,1,1
80888,1.0,4.0,1.8332037225905151,1.0,1.0,19,3,1,0.03407417371093158,1.2588190451025203,1.4338837391175583,0.09903113209758097,1.5,1.8660254037844388,1,1
135655,1.0,1.0,1.0,1.0,1.0,10,2,7,1.5,0.1339745962155613,1.9749279121818235,0.7774790660436857,0.5000000000000002,0.13397459621556118,1,1
26567,1.0,3.0,1.0,1.0,1.0,23,7,6,0.7411809548974784,1.9659258262890682,0.9999999999999998,2.0,1.0000000000000002,0.0,1,1
11557,1.0,2.0,3.0,1.0,1.0,17,3,2,0.03407417371093169,0.7411809548974794,1.4338837391175583,0.09903113209758097,1.8660254037844386,1.5,1,1
55718,1.0,3.0,1.0,1.0,1.0,3,1,3,1.7071067811865475,1.7071067811865475,1.78183148246803,1.6234898018587336,2.0,1.0,2,1
